date,gdp_trillions
2023-07-01,28.074846
2023-10-01,28.424722000000003
2024-01-01,28.708161
2024-04-01,29.147044
2024-07-01,29.511664
2024-10-01,29.825182
2025-01-01,30.042113
2025-04-01,30.485729
