date,val
1968-01-01,20.0140540035313
1969-01-01,21.1369065313039
1970-01-01,25.770399829875
1971-01-01,25.8107325766427
1972-01-01,25.9996164956545
1973-01-01,29.0270318405726
1974-01-01,33.7846317727629
1975-01-01,31.982830923714
1976-01-01,32.7655931304594
1977-01-01,33.1285883507321
1978-01-01,33.5466173694883
1979-01-01,35.7284725193738
1980-01-01,38.5571922458679
1981-01-01,39.0053722113535
1982-01-01,36.9893092826813
1983-01-01,36.1591568612957
1984-01-01,37.4805295600909
1985-01-01,37.0316170406868
1986-01-01,34.5677678482587
1987-01-01,35.8377779556305
1988-01-01,37.6681823667177
1989-01-01,38.0457777023186
1990-01-01,38.0545731053893
1991-01-01,37.9251521311115
1992-01-01,40.7994082933523
1993-01-01,40.3213526944809
1994-01-01,41.2581694868875
1995-01-01,43.0728118712336
1996-01-01,43.2069187949841
1997-01-01,45.0416030765363
1998-01-01,45.5192584945196
1999-01-01,45.9746730780331
2000-01-01,50.3641134484609
2001-01-01,49.2303996368708
2002-01-01,49.2659311356531
2003-01-01,50.9203974837067
2004-01-01,54.4775410072948
2005-01-01,56.5201167863385
2006-01-01,58.6686717720081
2007-01-01,59.0521532533905
2008-01-01,60.6815079275238
2009-01-01,52.1911115942307
2010-01-01,56.5343313698282
2011-01-01,59.6589208899797
2012-01-01,59.4698022494605
2013-01-01,58.7515209551049
2014-01-01,58.1402310039602
2015-01-01,55.7739837987947
2016-01-01,53.9845114759781
2017-01-01,55.6998749258413
2018-01-01,57.1988365804186
2019-01-01,55.9567466552738
2020-01-01,52.0638639072625
2021-01-01,56.8519496456584
2022-01-01,62.6053973154262
2023-01-01,58.3700282624524
2024-01-01,56.559581214033
