date,val
1999-01-01,4.06057500839233
2000-01-01,3.87541496753693
2001-01-01,4.04716014862061
2002-01-01,4.03307509422303
2003-01-01,4.1734299659729
2004-01-01,4.06576943397522
2005-01-01,4.06443023681641
2006-01-01,4.15651512145996
2007-01-01,4.10503005981445
2008-01-01,4.2781822681427
2009-01-01,4.50080513954162
2010-01-01,4.09432244300842
2011-01-01,4.13252520561218
2012-01-01,4.22964286804199
2013-01-01,4.34721493721008
2014-01-01,4.26735019683838
2015-01-01,4.23460125923157
2016-01-01,4.17230987548828
2017-01-01,4.18488502502441
2018-01-01,4.09162998199463
2019-01-01,4.13747954368591
2020-01-01,4.44135999679565
2021-01-01,4.24035573005676
2022-01-01,3.7748715877533
