date,val
1996-01-01,1.57104122638702
1998-01-01,1.54939877986908
2000-01-01,1.60359740257263
2002-01-01,1.87359666824341
2003-01-01,1.7044905424118
2004-01-01,1.81070196628571
2005-01-01,1.53672695159912
2006-01-01,1.34489262104034
2007-01-01,1.37706923484802
2008-01-01,1.43763339519501
2009-01-01,1.28647637367249
2010-01-01,1.26525807380676
2011-01-01,1.26211905479431
2012-01-01,1.40279400348663
2013-01-01,1.30592489242554
2014-01-01,1.37137806415558
2015-01-01,1.35772120952606
2016-01-01,1.33089566230774
2017-01-01,1.34053254127502
2018-01-01,1.2927473783493
2019-01-01,1.18035709857941
2020-01-01,1.03783190250397
2021-01-01,1.01927757263184
2022-01-01,1.10414469242096
2023-01-01,1.12343263626099
