date,val
1960-01-01,57.6310744053493
1961-01-01,57.5412121009555
1962-01-01,57.4255483623954
1963-01-01,57.18766795986
1964-01-01,56.9905441911528
1965-01-01,56.8918666890537
1966-01-01,56.8394713857178
1967-01-01,56.860973432274
1968-01-01,56.8922994598399
1969-01-01,56.9197035238378
1970-01-01,56.9891501194766
1971-01-01,57.0622707136371
1972-01-01,57.1614705792428
1973-01-01,57.2729319249725
1974-01-01,57.3343223991658
1975-01-01,57.3919629299602
1976-01-01,57.4649835685713
1977-01-01,57.6515688476684
1978-01-01,58.0128926676046
1979-01-01,58.3807237055339
1980-01-01,58.7006284325185
1981-01-01,59.0131947100468
1982-01-01,59.2823538288449
1983-01-01,59.5694405312387
1984-01-01,59.8737953704028
1985-01-01,60.1379644853156
1986-01-01,60.3645275634393
1987-01-01,60.5430511677297
1988-01-01,60.6947784973676
1989-01-01,60.8151036561096
1990-01-01,60.89120608049
1991-01-01,60.9782261614849
1992-01-01,61.0766339384018
1993-01-01,61.1757035933406
1994-01-01,61.30618515267
1995-01-01,61.4795438868455
1996-01-01,61.6871825334264
1997-01-01,61.937179243318
1998-01-01,62.2123323779692
1999-01-01,62.4917744513007
2000-01-01,62.7775854130254
2001-01-01,63.071692521198
2002-01-01,63.3763093210479
2003-01-01,63.6750364121463
2004-01-01,63.9725606427778
2005-01-01,64.2724508307369
2006-01-01,64.5277293480539
2007-01-01,64.7254822744387
2008-01-01,64.8898077793307
2009-01-01,65.0221264769164
2010-01-01,65.1337081059195
2011-01-01,65.2061127601362
2012-01-01,65.2189612866048
2013-01-01,65.1986063322656
2014-01-01,65.1571278859835
2015-01-01,65.1076687415234
2016-01-01,65.0558668897396
2017-01-01,64.98082016397
2018-01-01,64.909851273419
2019-01-01,64.8587194013205
2020-01-01,64.837637448982
2021-01-01,64.866574625801
2022-01-01,64.9156756903772
2023-01-01,64.9749802281763
2024-01-01,65.0730251006191
