date,val
1961-01-01,2.64963069236175
1962-01-01,3.48428775324177
1963-01-01,2.80288513703179
1964-01-01,4.35656814605458
1965-01-01,3.47409465824234
1966-01-01,3.28471869512555
1967-01-01,1.71635582003489
1968-01-01,3.81359956202868
1969-01-01,3.81212284298238
1970-01-01,1.61209457140303
1971-01-01,2.1073310662053
1972-01-01,3.51557183632056
1973-01-01,4.32107716145585
1974-01-01,-0.0211606248132199
1975-01-01,-1.28384711182689
1976-01-01,3.31065394173895
1977-01-01,2.20153599918238
1978-01-01,2.35146930432053
1979-01-01,2.35431813641864
1980-01-01,0.104032412234091
1981-01-01,0.150961004099287
1982-01-01,-1.44907240248995
1983-01-01,0.803858487738651
1984-01-01,2.85188998564132
1985-01-01,1.89845860920256
1986-01-01,1.41620828895424
1987-01-01,1.911162828459
1988-01-01,2.71008516131124
1989-01-01,1.92224296504804
1990-01-01,0.947929811666583
1991-01-01,-0.458934529972197
1992-01-01,0.379584094696739
1993-01-01,0.243261236385251
1994-01-01,1.7752132143308
1995-01-01,1.56689150640639
1996-01-01,2.05806651763037
1997-01-01,2.44846007772637
1998-01-01,1.3833030507395
1999-01-01,2.15843642856089
2000-01-01,3.1257781686471
2001-01-01,0.680241704482938
2002-01-01,0.998009060071084
2003-01-01,1.78700126923886
2004-01-01,3.1490065599797
2005-01-01,2.72430990675497
2006-01-01,3.15143577137142
2007-01-01,3.07757116500436
2008-01-01,0.788423585356753
2009-01-01,-2.54765618494204
2010-01-01,3.26292949064222
2011-01-01,2.09536477927597
2012-01-01,1.42148340567505
2013-01-01,1.62872344910332
2014-01-01,1.91136420427678
2015-01-01,1.91988468764168
2016-01-01,1.62304481882583
2017-01-01,2.29223978699973
2018-01-01,2.18571527957843
2019-01-01,1.64294945599994
2020-01-01,-3.79858154569945
2021-01-01,5.53567230494967
2022-01-01,2.46040330769293
2023-01-01,1.99141580479933
2024-01-01,1.88946919141084
